Time,Driver,LapTime,NumberOfLaps,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound_ffill,Stint_ffill,TotalLaps,DriverNumber,DriverAbbreviation,Team,TrackTemp,AirTemp,Humidity,Rainfall,TrackStatus,Season,Race,Session,Circuit,OfficialEventName,LapTimeSeconds,TyreCompound,TyreAge,Stint,EstimatedFuelLoad_kg,Classification,UsedInModel,ClassificationReason,EstimatedFuelEffect_sec,EstimatedTrackEvoEffect_sec,EstimatedThermalEffect_sec,NormalisedLapTime_sec,Provenance,Stint_ID,StintBasePace_sec,EstimatedTyreDegradation_sec,NaiveRawStintDelta_sec
0 days 02:30:37.371000,1,0 days 00:01:35.440000,51,3,,,0 days 00:00:30.521000,0 days 00:00:41.270000,0 days 00:00:23.649000,0 days 02:29:32.489000,0 days 02:30:13.759000,0 days 02:30:37.408000,237.0,264.0,282.0,300.0,True,SOFT,3.0,11.0,1,1,Red Bull Racing,26.5,22.4,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,95.44,SOFT,11.0,3,12.89,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.425,-0.502,0.072,95.445,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s3,95.445,0.0,-0.022
0 days 02:32:12.833000,1,0 days 00:01:35.462000,52,3,,,0 days 00:00:30.578000,0 days 00:00:41.319000,0 days 00:00:23.565000,0 days 02:31:07.986000,0 days 02:31:49.305000,0 days 02:32:12.870000,236.0,264.0,281.0,299.0,False,SOFT,3.0,12.0,1,1,Red Bull Racing,26.3,22.4,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,95.462,SOFT,12.0,3,11.05,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.365,-0.505,0.076,95.526,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s3,95.445,0.081,0.0
0 days 02:33:48.760000,1,0 days 00:01:35.927000,53,3,,,0 days 00:00:30.517000,0 days 00:00:41.435000,0 days 00:00:23.975000,0 days 02:32:43.387000,0 days 02:33:24.822000,0 days 02:33:48.797000,,260.0,271.0,303.0,False,SOFT,3.0,13.0,1,1,Red Bull Racing,26.4,22.4,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,95.927,SOFT,13.0,3,9.21,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.304,-0.507,0.074,96.056,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s3,95.445,0.611,0.465
0 days 01:05:59.543000,10,0 days 00:01:40.169000,2,0,,,0 days 00:00:32.180000,0 days 00:00:43.326000,0 days 00:00:24.663000,0 days 01:04:51.600000,0 days 01:05:34.926000,0 days 01:05:59.589000,227.0,242.0,274.0,289.0,True,SOFT,0.0,5.0,10,10,AlphaTauri,29.0,23.8,26.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.169,SOFT,5.0,0,103.16,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.404,-0.05,0.036,96.779,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.0,0.011
0 days 01:07:39.511000,10,0 days 00:01:39.968000,3,0,,,0 days 00:00:31.940000,0 days 00:00:43.366000,0 days 00:00:24.662000,0 days 01:06:31.529000,0 days 01:07:14.895000,0 days 01:07:39.557000,226.0,246.0,275.0,292.0,True,SOFT,0.0,6.0,10,10,AlphaTauri,28.8,23.8,29.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.968,SOFT,6.0,0,101.32,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.344,-0.074,0.038,96.66,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.0,-0.19
0 days 01:09:19.669000,10,0 days 00:01:40.158000,4,0,,,0 days 00:00:31.770000,0 days 00:00:43.681000,0 days 00:00:24.707000,0 days 01:08:11.327000,0 days 01:08:55.008000,0 days 01:09:19.715000,,242.0,275.0,297.0,False,SOFT,0.0,7.0,10,10,AlphaTauri,28.7,23.8,31.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.158,SOFT,7.0,0,99.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.283,-0.096,0.04,96.931,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.152,0.0
0 days 01:10:59.918000,10,0 days 00:01:40.249000,5,0,,,0 days 00:00:31.849000,0 days 00:00:43.679000,0 days 00:00:24.721000,0 days 01:09:51.564000,0 days 01:10:35.243000,0 days 01:10:59.964000,227.0,241.0,275.0,295.0,False,SOFT,0.0,8.0,10,10,AlphaTauri,28.5,23.8,33.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.249,SOFT,8.0,0,97.63,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.222,-0.117,0.042,97.102,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.323,0.091
0 days 01:12:40.392000,10,0 days 00:01:40.474000,6,0,,,0 days 00:00:31.986000,0 days 00:00:43.748000,0 days 00:00:24.740000,0 days 01:11:31.950000,0 days 01:12:15.698000,0 days 01:12:40.438000,228.0,246.0,274.0,296.0,False,SOFT,0.0,9.0,10,10,AlphaTauri,28.3,23.6,34.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.474,SOFT,9.0,0,95.79,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.161,-0.138,0.045,97.406,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.627,0.316
0 days 01:14:20.825000,10,0 days 00:01:40.433000,7,0,,,0 days 00:00:31.942000,0 days 00:00:43.660000,0 days 00:00:24.831000,0 days 01:13:12.380000,0 days 01:13:56.040000,0 days 01:14:20.871000,227.0,246.0,274.0,,False,SOFT,0.0,10.0,10,10,AlphaTauri,28.3,23.6,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.433,SOFT,10.0,0,93.95,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.1,-0.157,0.045,97.445,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.666,0.275
0 days 01:16:01.509000,10,0 days 00:01:40.684000,8,0,,,0 days 00:00:32.096000,0 days 00:00:43.852000,0 days 00:00:24.736000,0 days 01:14:52.967000,0 days 01:15:36.819000,0 days 01:16:01.555000,,244.0,274.0,,False,SOFT,0.0,11.0,10,10,AlphaTauri,28.1,23.5,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.684,SOFT,11.0,0,92.11,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.04,-0.175,0.048,97.771,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,0.992,0.526
0 days 01:17:42.353000,10,0 days 00:01:40.844000,9,0,,,0 days 00:00:32.023000,0 days 00:00:43.971000,0 days 00:00:24.850000,0 days 01:16:33.578000,0 days 01:17:17.549000,0 days 01:17:42.399000,,232.0,274.0,294.0,False,SOFT,0.0,12.0,10,10,AlphaTauri,28.0,23.4,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.844,SOFT,12.0,0,90.26,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.979,-0.193,0.049,98.009,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,1.23,0.686
0 days 01:19:23.334000,10,0 days 00:01:40.981000,10,0,,,0 days 00:00:32.112000,0 days 00:00:44.021000,0 days 00:00:24.848000,0 days 01:18:14.511000,0 days 01:18:58.532000,0 days 01:19:23.380000,,234.0,274.0,,False,SOFT,0.0,13.0,10,10,AlphaTauri,28.0,23.3,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.981,SOFT,13.0,0,88.42,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.918,-0.21,0.049,98.224,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,1.445,0.823
0 days 01:21:04.423000,10,0 days 00:01:41.089000,11,0,,,0 days 00:00:32.157000,0 days 00:00:44.084000,0 days 00:00:24.848000,0 days 01:19:55.537000,0 days 01:20:39.621000,0 days 01:21:04.469000,225.0,242.0,273.0,295.0,False,SOFT,0.0,14.0,10,10,AlphaTauri,27.9,23.3,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,101.089,SOFT,14.0,0,86.58,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.857,-0.226,0.05,98.408,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,1.629,0.931
0 days 01:22:45.770000,10,0 days 00:01:41.347000,12,0,,,0 days 00:00:32.263000,0 days 00:00:44.217000,0 days 00:00:24.867000,0 days 01:21:36.732000,0 days 01:22:20.949000,0 days 01:22:45.816000,227.0,240.0,274.0,,False,SOFT,0.0,15.0,10,10,AlphaTauri,27.9,23.2,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,101.347,SOFT,15.0,0,84.74,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.796,-0.241,0.05,98.742,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,1.963,1.189
0 days 01:24:27.026000,10,0 days 00:01:41.256000,13,0,,,0 days 00:00:32.221000,0 days 00:00:44.161000,0 days 00:00:24.874000,0 days 01:23:18.037000,0 days 01:24:02.198000,0 days 01:24:27.072000,226.0,242.0,273.0,,False,SOFT,0.0,16.0,10,10,AlphaTauri,27.8,23.1,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,101.256,SOFT,16.0,0,82.89,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.735,-0.255,0.052,98.724,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s0,96.779,1.945,1.098
0 days 01:29:51.133000,10,0 days 00:01:38.705000,16,1,,,0 days 00:00:31.029000,0 days 00:00:43.445000,0 days 00:00:24.231000,0 days 01:28:43.503000,0 days 01:29:26.948000,0 days 01:29:51.179000,229.0,249.0,274.0,326.0,True,MEDIUM,1.0,2.0,10,10,AlphaTauri,27.7,23.0,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.705,MEDIUM,2.0,1,77.37,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.553,-0.295,0.106,96.341,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.0,-0.163
0 days 01:31:30.001000,10,0 days 00:01:38.868000,17,1,,,0 days 00:00:31.602000,0 days 00:00:42.982000,0 days 00:00:24.284000,0 days 01:30:22.781000,0 days 01:31:05.763000,0 days 01:31:30.047000,227.0,244.0,274.0,292.0,False,MEDIUM,1.0,3.0,10,10,AlphaTauri,27.8,22.9,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.868,MEDIUM,3.0,1,75.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.492,-0.307,0.104,96.579,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.0,0.0
0 days 01:33:08.889000,10,0 days 00:01:38.888000,18,1,,,0 days 00:00:31.560000,0 days 00:00:42.964000,0 days 00:00:24.364000,0 days 01:32:01.607000,0 days 01:32:44.571000,0 days 01:33:08.935000,230.0,243.0,275.0,296.0,False,MEDIUM,1.0,4.0,10,10,AlphaTauri,27.9,22.8,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.888,MEDIUM,4.0,1,73.68,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.431,-0.318,0.102,96.673,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.094,0.02
0 days 01:34:48.305000,10,0 days 00:01:39.416000,19,1,,,0 days 00:00:31.764000,0 days 00:00:43.257000,0 days 00:00:24.395000,0 days 01:33:40.699000,0 days 01:34:23.956000,0 days 01:34:48.351000,226.0,243.0,274.0,294.0,False,MEDIUM,1.0,5.0,10,10,AlphaTauri,27.7,22.8,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.416,MEDIUM,5.0,1,71.84,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.371,-0.329,0.106,97.268,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.689,0.548
0 days 01:36:27.439000,10,0 days 00:01:39.134000,20,1,,,0 days 00:00:31.650000,0 days 00:00:43.006000,0 days 00:00:24.478000,0 days 01:35:20.001000,0 days 01:36:03.007000,0 days 01:36:27.485000,228.0,244.0,274.0,296.0,False,MEDIUM,1.0,6.0,10,10,AlphaTauri,27.6,22.7,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.134,MEDIUM,6.0,1,70.0,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.31,-0.339,0.108,97.055,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.476,0.266
0 days 01:38:06.522000,10,0 days 00:01:39.083000,21,1,,,0 days 00:00:31.628000,0 days 00:00:43.073000,0 days 00:00:24.382000,0 days 01:36:59.113000,0 days 01:37:42.186000,0 days 01:38:06.568000,229.0,247.0,274.0,295.0,False,MEDIUM,1.0,7.0,10,10,AlphaTauri,27.5,22.8,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.083,MEDIUM,7.0,1,68.16,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.249,-0.349,0.11,97.073,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.494,0.215
0 days 01:39:45.674000,10,0 days 00:01:39.152000,22,1,,,0 days 00:00:31.613000,0 days 00:00:43.180000,0 days 00:00:24.359000,0 days 01:38:38.181000,0 days 01:39:21.361000,0 days 01:39:45.720000,,243.0,274.0,,False,MEDIUM,1.0,8.0,10,10,AlphaTauri,27.5,22.8,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.152,MEDIUM,8.0,1,66.32,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.189,-0.359,0.11,97.212,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.633,0.284
0 days 01:41:24.984000,10,0 days 00:01:39.310000,23,1,,,0 days 00:00:31.742000,0 days 00:00:43.158000,0 days 00:00:24.410000,0 days 01:40:17.462000,0 days 01:41:00.620000,0 days 01:41:25.030000,223.0,240.0,274.0,296.0,False,MEDIUM,1.0,9.0,10,10,AlphaTauri,27.5,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.31,MEDIUM,9.0,1,64.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.128,-0.368,0.11,97.44,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.861,0.442
0 days 01:43:04.347000,10,0 days 00:01:39.363000,24,1,,,0 days 00:00:31.692000,0 days 00:00:43.182000,0 days 00:00:24.489000,0 days 01:41:56.722000,0 days 01:42:39.904000,0 days 01:43:04.393000,229.0,245.0,274.0,295.0,False,MEDIUM,1.0,10.0,10,10,AlphaTauri,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.363,MEDIUM,10.0,1,62.63,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.067,-0.376,0.112,97.56,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,0.981,0.495
0 days 01:44:43.832000,10,0 days 00:01:39.485000,25,1,,,0 days 00:00:31.675000,0 days 00:00:43.389000,0 days 00:00:24.421000,0 days 01:43:36.068000,0 days 01:44:19.457000,0 days 01:44:43.878000,,245.0,274.0,296.0,False,MEDIUM,1.0,11.0,10,10,AlphaTauri,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.485,MEDIUM,11.0,1,60.79,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.006,-0.384,0.112,97.751,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,1.172,0.617
0 days 01:46:23.345000,10,0 days 00:01:39.513000,26,1,,,0 days 00:00:31.699000,0 days 00:00:43.271000,0 days 00:00:24.543000,0 days 01:45:15.577000,0 days 01:45:58.848000,0 days 01:46:23.391000,230.0,245.0,274.0,,False,MEDIUM,1.0,12.0,10,10,AlphaTauri,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.513,MEDIUM,12.0,1,58.95,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.945,-0.392,0.112,97.848,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,1.269,0.645
0 days 01:48:03.264000,10,0 days 00:01:39.919000,27,1,,,0 days 00:00:32.171000,0 days 00:00:43.305000,0 days 00:00:24.443000,0 days 01:46:55.562000,0 days 01:47:38.867000,0 days 01:48:03.310000,228.0,249.0,274.0,,False,MEDIUM,1.0,13.0,10,10,AlphaTauri,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.919,MEDIUM,13.0,1,57.11,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.885,-0.4,0.112,98.322,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,1.743,1.051
0 days 01:49:42.929000,10,0 days 00:01:39.665000,28,1,,,0 days 00:00:31.776000,0 days 00:00:43.439000,0 days 00:00:24.450000,0 days 01:48:35.086000,0 days 01:49:18.525000,0 days 01:49:42.975000,230.0,245.0,275.0,297.0,False,MEDIUM,1.0,14.0,10,10,AlphaTauri,27.4,22.9,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.665,MEDIUM,14.0,1,55.26,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.824,-0.407,0.112,98.136,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,1.557,0.797
0 days 01:51:22.606000,10,0 days 00:01:39.677000,29,1,,,0 days 00:00:31.863000,0 days 00:00:43.331000,0 days 00:00:24.483000,0 days 01:50:14.838000,0 days 01:50:58.169000,0 days 01:51:22.652000,229.0,248.0,275.0,,False,MEDIUM,1.0,15.0,10,10,AlphaTauri,27.3,22.9,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.677,MEDIUM,15.0,1,53.42,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.763,-0.413,0.114,98.213,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,1.634,0.809
0 days 01:53:02.406000,10,0 days 00:01:39.800000,30,1,,,0 days 00:00:31.846000,0 days 00:00:43.318000,0 days 00:00:24.636000,0 days 01:51:54.498000,0 days 01:52:37.816000,0 days 01:53:02.452000,230.0,250.0,274.0,,False,MEDIUM,1.0,16.0,10,10,AlphaTauri,27.3,22.9,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.8,MEDIUM,16.0,1,51.58,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.702,-0.42,0.114,98.404,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,1.825,0.932
0 days 01:54:43.280000,10,0 days 00:01:40.874000,31,1,,,0 days 00:00:32.457000,0 days 00:00:43.773000,0 days 00:00:24.644000,0 days 01:53:34.909000,0 days 01:54:18.682000,0 days 01:54:43.326000,,250.0,275.0,298.0,False,MEDIUM,1.0,17.0,10,10,AlphaTauri,27.2,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,100.874,MEDIUM,17.0,1,49.74,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.641,-0.426,0.117,99.542,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s1,96.579,2.963,2.006
0 days 02:00:03.717000,10,0 days 00:01:37.324000,34,2,,,0 days 00:00:31.172000,0 days 00:00:42.224000,0 days 00:00:23.928000,0 days 01:58:57.611000,0 days 01:59:39.835000,0 days 02:00:03.763000,231.0,257.0,277.0,295.0,True,HARD,2.0,2.0,10,10,AlphaTauri,27.0,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.324,HARD,2.0,2,44.21,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.459,-0.442,0.225,96.082,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,0.0,-0.216
0 days 02:01:41.257000,10,0 days 00:01:37.540000,35,2,,,0 days 00:00:31.280000,0 days 00:00:42.286000,0 days 00:00:23.974000,0 days 02:00:35.043000,0 days 02:01:17.329000,0 days 02:01:41.303000,,256.0,278.0,297.0,False,HARD,2.0,3.0,10,10,AlphaTauri,27.0,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.54,HARD,3.0,2,42.37,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.398,-0.447,0.225,96.364,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,0.0,0.0
0 days 02:03:21.084000,10,0 days 00:01:39.827000,36,2,,,0 days 00:00:32.403000,0 days 00:00:43.205000,0 days 00:00:24.219000,0 days 02:02:13.706000,0 days 02:02:56.911000,0 days 02:03:21.130000,,253.0,278.0,303.0,False,HARD,2.0,4.0,10,10,AlphaTauri,27.1,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.827,HARD,4.0,2,40.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.337,-0.452,0.222,98.72,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,2.356,2.287
0 days 02:05:00.680000,10,0 days 00:01:39.596000,37,2,,,0 days 00:00:31.695000,0 days 00:00:43.155000,0 days 00:00:24.746000,0 days 02:03:52.825000,0 days 02:04:35.980000,0 days 02:05:00.726000,232.0,252.0,285.0,300.0,False,HARD,2.0,5.0,10,10,AlphaTauri,27.1,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.596,HARD,5.0,2,38.68,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.276,-0.457,0.222,98.555,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,2.191,2.056
0 days 02:06:38.901000,10,0 days 00:01:38.221000,38,2,,,0 days 00:00:31.087000,0 days 00:00:42.988000,0 days 00:00:24.146000,0 days 02:05:31.813000,0 days 02:06:14.801000,0 days 02:06:38.947000,231.0,251.0,277.0,318.0,False,HARD,2.0,6.0,10,10,AlphaTauri,27.0,22.8,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.221,HARD,6.0,2,36.84,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.216,-0.461,0.225,97.241,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,0.877,0.681
0 days 02:08:17.453000,10,0 days 00:01:38.552000,39,2,,,0 days 00:00:31.608000,0 days 00:00:42.857000,0 days 00:00:24.087000,0 days 02:07:10.555000,0 days 02:07:53.412000,0 days 02:08:17.499000,224.0,254.0,276.0,297.0,False,HARD,2.0,7.0,10,10,AlphaTauri,26.9,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.552,HARD,7.0,2,35.0,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.155,-0.465,0.228,97.634,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,1.27,1.012
0 days 02:09:55.657000,10,0 days 00:01:38.204000,40,2,,,0 days 00:00:31.492000,0 days 00:00:42.613000,0 days 00:00:24.099000,0 days 02:08:48.991000,0 days 02:09:31.604000,0 days 02:09:55.703000,231.0,253.0,277.0,,False,HARD,2.0,8.0,10,10,AlphaTauri,26.8,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.204,HARD,8.0,2,33.16,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.094,-0.469,0.231,97.348,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_10_s2,96.364,0.984,0.664
